               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 142,            0.022784,            0.022705,           0.0059047,             0.88436,             0.80418,             0.88699,              0.5859,            0.025639,            0.010707,           0.0052951,           0.0059235,           0.0059235,           0.0059235
                 143,            0.022703,            0.023403,           0.0065891,             0.86116,             0.84266,             0.90324,             0.59515,            0.025472,            0.010392,           0.0057736,           0.0058766,           0.0058766,           0.0058766
                 144,            0.023077,            0.023676,           0.0061051,             0.85667,             0.83257,             0.88747,             0.58886,            0.025587,            0.010403,            0.006274,           0.0058296,           0.0058296,           0.0058296
                 145,            0.022856,            0.023597,           0.0069217,             0.86907,             0.79871,             0.89803,              0.5859,             0.02583,             0.01063,           0.0054837,           0.0057826,           0.0057826,           0.0057826
                 146,            0.022782,            0.023493,            0.005747,             0.91191,             0.77617,             0.88487,             0.59369,            0.025501,             0.01064,           0.0076474,           0.0057355,           0.0057355,           0.0057355
                 147,            0.022628,            0.024255,           0.0060515,             0.86053,             0.82389,             0.89211,             0.59262,            0.025622,            0.010448,           0.0067483,           0.0056884,           0.0056884,           0.0056884
                 148,            0.022836,            0.024398,           0.0057709,             0.86853,             0.83735,              0.9014,             0.59302,            0.025616,            0.010455,           0.0059366,           0.0056413,           0.0056413,           0.0056413
                 149,            0.022743,            0.022795,           0.0059307,             0.88148,             0.84016,             0.90016,             0.60195,            0.024963,             0.01045,           0.0063671,           0.0055942,           0.0055942,           0.0055942
                 150,            0.023058,            0.023629,           0.0061371,             0.86649,             0.84855,             0.89777,              0.6004,            0.024983,            0.010298,            0.006103,           0.0055471,           0.0055471,           0.0055471
                 151,            0.022761,            0.021947,           0.0059534,             0.88139,             0.83023,             0.89601,             0.58936,            0.025326,            0.010219,           0.0063272,              0.0055,              0.0055,              0.0055
                 152,            0.022606,            0.024421,           0.0063391,             0.84123,             0.84855,             0.89798,             0.59232,            0.025095,            0.010412,           0.0061847,           0.0054529,           0.0054529,           0.0054529
