               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  81,             0.03019,            0.025146,           0.0098717,             0.89559,             0.76717,             0.88497,             0.56724,            0.024314,           0.0075033,           0.0044116,           0.0050296,           0.0050296,           0.0050296
                  82,            0.029812,            0.024853,            0.009104,             0.89332,             0.76921,             0.88302,             0.56765,            0.024309,            0.007416,           0.0037954,            0.004936,            0.004936,            0.004936
                  83,            0.028649,            0.021843,           0.0093219,             0.80337,             0.82497,             0.87855,             0.57115,            0.024232,           0.0075483,           0.0046309,           0.0048426,           0.0048426,           0.0048426
                  84,            0.029253,            0.022324,           0.0089337,             0.81623,             0.82462,              0.8817,             0.55335,            0.024722,           0.0075466,           0.0054197,           0.0047495,           0.0047495,           0.0047495
                  85,            0.028439,            0.023167,           0.0086721,             0.88438,             0.79613,             0.89466,             0.57152,            0.024786,           0.0075216,           0.0031915,           0.0046568,           0.0046568,           0.0046568
                  86,             0.02901,            0.023439,           0.0083303,              0.8733,              0.8109,             0.88321,             0.57043,            0.024656,           0.0075496,           0.0032995,           0.0045644,           0.0045644,           0.0045644
                  87,            0.028926,            0.023834,           0.0079922,             0.84048,             0.79495,             0.86711,             0.55528,            0.024986,           0.0076298,            0.003721,           0.0044724,           0.0044724,           0.0044724
                  88,            0.028029,            0.022392,           0.0081256,             0.84784,             0.78477,             0.87137,             0.56094,            0.025187,           0.0076895,           0.0049613,           0.0043809,           0.0043809,           0.0043809
                  89,            0.028742,            0.022812,           0.0087898,             0.92752,             0.74867,             0.88066,             0.55502,            0.024904,           0.0075817,           0.0046898,           0.0042899,           0.0042899,           0.0042899
                  90,            0.028173,             0.02282,           0.0076154,               0.918,             0.72737,             0.86592,             0.56413,            0.024877,           0.0076647,           0.0040608,           0.0041994,           0.0041994,           0.0041994
                  91,            0.028519,            0.023281,            0.008029,             0.82748,             0.82771,             0.87998,              0.5729,            0.024547,            0.007466,           0.0046641,           0.0041094,           0.0041094,           0.0041094
                  92,            0.028453,             0.02303,           0.0079288,             0.88412,             0.76034,              0.8727,             0.55487,            0.024806,           0.0075652,           0.0050715,           0.0040201,           0.0040201,           0.0040201
                  93,            0.028465,            0.023702,            0.007367,             0.91071,             0.76722,             0.88947,             0.57598,            0.024315,           0.0075918,           0.0044804,           0.0039314,           0.0039314,           0.0039314
                  94,            0.027977,            0.022459,           0.0079938,             0.83027,              0.8208,             0.88225,             0.57866,            0.024272,           0.0075729,           0.0036434,           0.0038434,           0.0038434,           0.0038434
                  95,            0.027578,            0.021752,           0.0078973,             0.88093,              0.8024,             0.88755,             0.57171,            0.023851,           0.0074777,           0.0047444,           0.0037562,           0.0037562,           0.0037562
                  96,            0.027996,            0.021557,           0.0066536,             0.81451,             0.83006,             0.88216,              0.5758,            0.023695,           0.0073683,           0.0040705,           0.0036697,           0.0036697,           0.0036697
                  97,            0.027456,            0.022294,           0.0075663,             0.87918,              0.8012,             0.88532,             0.58168,            0.024108,           0.0074586,           0.0039487,            0.003584,            0.003584,            0.003584
                  98,            0.027643,            0.021823,           0.0075759,             0.90476,             0.77081,             0.89022,             0.57801,            0.024026,           0.0074697,           0.0035893,           0.0034991,           0.0034991,           0.0034991
                  99,            0.027775,            0.022465,           0.0074452,             0.87767,             0.79622,             0.89097,             0.58267,            0.024045,           0.0074304,           0.0032811,           0.0034152,           0.0034152,           0.0034152
                 100,            0.028086,            0.021963,           0.0072621,             0.81153,             0.82179,              0.8875,             0.58071,            0.023986,           0.0073755,           0.0039089,           0.0033321,           0.0033321,           0.0033321
                 101,            0.027803,             0.02246,           0.0069885,              0.8887,             0.80214,             0.89731,             0.60428,             0.02364,           0.0072348,           0.0031825,             0.00325,             0.00325,             0.00325
                 102,            0.027907,            0.022689,           0.0071545,             0.88794,             0.79291,             0.88608,             0.57567,            0.024009,           0.0074811,           0.0033318,           0.0031689,           0.0031689,           0.0031689
                 103,            0.027406,            0.022891,           0.0070834,             0.91264,             0.77996,             0.88786,             0.58234,            0.023859,           0.0074948,           0.0039325,           0.0030888,           0.0030888,           0.0030888
                 104,            0.028056,            0.022881,           0.0063531,             0.84239,             0.81585,             0.88681,             0.58766,             0.02401,           0.0074793,            0.003633,           0.0030097,           0.0030097,           0.0030097
                 105,            0.027258,             0.02193,           0.0065098,             0.84289,               0.852,             0.90231,             0.60066,            0.023635,           0.0072769,           0.0039118,           0.0029318,           0.0029318,           0.0029318
                 106,            0.027278,            0.021739,           0.0069638,             0.83917,             0.83688,             0.88993,             0.59957,             0.02428,           0.0073406,           0.0035778,            0.002855,            0.002855,            0.002855
                 107,             0.02703,            0.021538,           0.0068996,             0.86379,             0.80524,             0.89113,             0.59335,            0.023701,            0.007361,           0.0032269,           0.0027793,           0.0027793,           0.0027793
                 108,            0.027041,             0.02161,            0.006137,             0.88468,             0.78407,             0.88526,             0.58685,            0.023707,           0.0075452,           0.0039548,           0.0027048,           0.0027048,           0.0027048
                 109,            0.027341,             0.02192,           0.0059765,             0.85005,             0.82086,             0.89173,             0.58654,            0.023709,           0.0073545,           0.0039653,           0.0026316,           0.0026316,           0.0026316
                 110,            0.026731,            0.021253,           0.0057715,              0.8372,             0.83695,             0.89652,             0.59098,             0.02406,            0.007243,           0.0032042,           0.0025596,           0.0025596,           0.0025596
                 111,            0.027123,            0.022676,           0.0063172,             0.86468,             0.81266,             0.89354,             0.59156,            0.023413,           0.0073939,           0.0031623,           0.0024889,           0.0024889,           0.0024889
                 112,            0.026999,            0.022105,           0.0058603,             0.82838,             0.82347,             0.88778,             0.59499,            0.023732,           0.0073061,           0.0035416,           0.0024195,           0.0024195,           0.0024195
                 113,            0.026553,            0.021513,           0.0066743,             0.88909,             0.77288,             0.88709,             0.58737,            0.024018,           0.0074157,           0.0039212,           0.0023515,           0.0023515,           0.0023515
                 114,            0.026528,            0.022162,           0.0061043,             0.84908,             0.82975,             0.88941,             0.59191,            0.023916,           0.0073213,           0.0035588,           0.0022849,           0.0022849,           0.0022849
                 115,             0.02652,            0.021662,           0.0061705,             0.85219,             0.81638,             0.88228,             0.59827,            0.023587,            0.007498,           0.0039743,           0.0022196,           0.0022196,           0.0022196
